1, 1, 1, 44867, 0, 10, 52, 11, 8, 2011, 15
1, 1, 1, 225714, 0, 11, 27, 11, 8, 2011, 15
1, 1, 1, 225783, 0, 11, 36, 11, 8, 2011, 15
1, 1, 1, 225709, 0, 11, 36, 11, 8, 2011, 15
1, 1, 1, 227230, 0, 11, 51, 11, 8, 2011, 15
1, 1, 1, 213713, 0, 11, 53, 11, 8, 2011, 15
1, 1, 1, 213713, 0, 11, 54, 11, 8, 2011, 15
1, 1, 1, 227255, 0, 11, 56, 11, 8, 2011, 15
1, 1, 1, 226792, 0, 15, 32, 11, 8, 2011, 15
1, 1, 1, 206767, 0, 16, 45, 11, 8, 2011, 0
1, 1, 1, 206767, 0, 16, 45, 11, 8, 2011, 0
1, 1, 1, 206767, 0, 17, 1, 11, 8, 2011, 0
