1, 1, 1, 213713, 0, 13, 0, 12, 23, 2011, 15
1, 1, 1, 225709, 0, 14, 4, 12, 23, 2011, 15
1, 1, 1, 225783, 0, 14, 4, 12, 23, 2011, 15
1, 1, 1, 226792, 0, 14, 7, 12, 23, 2011, 15
1, 1, 1, 65296, 0, 16, 27, 12, 23, 2011, 15
1, 1, 1, 44866, 0, 16, 30, 12, 23, 2011, 15
1, 1, 1, 44874, 0, 16, 30, 12, 23, 2011, 15
1, 1, 1, 227033, 0, 16, 57, 12, 23, 2011, 15
1, 1, 1, 52249, 0, 19, 41, 12, 23, 2011, 15
1, 1, 1, 227033, 0, 6, 57, 12, 24, 2011, 15
1, 1, 1, 226792, 0, 7, 25, 12, 24, 2011, 15
1, 1, 1, 227033, 0, 8, 25, 12, 24, 2011, 15
1, 1, 1, 52249, 0, 10, 58, 12, 24, 2011, 15
