1, 1, 1, 206767, 0, 15, 41, 11, 18, 2011, 0
1, 1, 1, 227033, 0, 15, 46, 11, 18, 2011, 16
1, 1, 1, 227033, 0, 15, 47, 11, 18, 2011, 16
1, 1, 1, 227363, 0, 15, 47, 11, 18, 2011, 15
1, 1, 1, 52249, 0, 16, 3, 11, 18, 2011, 15
1, 1, 1, 225714, 0, 16, 6, 11, 18, 2011, 15
1, 1, 1, 213713, 0, 16, 59, 11, 18, 2011, 15
1, 1, 1, 44867, 0, 17, 0, 11, 18, 2011, 15
1, 1, 1, 227230, 0, 17, 1, 11, 18, 2011, 15
1, 1, 1, 227255, 0, 17, 1, 11, 18, 2011, 15
1, 1, 1, 44866, 0, 17, 3, 11, 18, 2011, 15
1, 1, 1, 44874, 0, 17, 3, 11, 18, 2011, 15
1, 1, 1, 225709, 0, 17, 5, 11, 18, 2011, 15
1, 1, 1, 225783, 0, 17, 5, 11, 18, 2011, 15
1, 1, 1, 57499, 0, 17, 53, 11, 18, 2011, 15
1, 1, 1, 52249, 0, 20, 1, 11, 18, 2011, 15
1, 1, 1, 226792, 0, 6, 59, 11, 19, 2011, 15
1, 1, 1, 206767, 0, 10, 42, 11, 19, 2011, 0
1, 1, 1, 225709, 0, 10, 42, 11, 19, 2011, 15
1, 1, 1, 227230, 0, 11, 36, 11, 19, 2011, 15
1, 1, 1, 225709, 0, 12, 10, 11, 19, 2011, 15
1, 1, 1, 227230, 0, 12, 10, 11, 19, 2011, 15
1, 1, 1, 226792, 0, 15, 2, 11, 19, 2011, 15
1, 1, 1, 206767, 0, 15, 8, 11, 19, 2011, 0
1, 1, 1, 226792, 0, 6, 58, 11, 21, 2011, 15
1, 1, 1, 227033, 0, 7, 1, 11, 21, 2011, 16
1, 1, 1, 227363, 0, 7, 9, 11, 21, 2011, 15
1, 1, 1, 57499, 0, 9, 10, 11, 21, 2011, 15
1, 1, 1, 206767, 0, 9, 21, 11, 21, 2011, 0
1, 1, 1, 52249, 0, 9, 52, 11, 21, 2011, 15
